date,market,treatment_arm,wave,treatment_start_day,day_index,post,days_since_treatment,base_price_eur,price_uplift_pct,price_eur,currency,fx_rate,price_local,bookings,revenue_eur,sessions,cr_checkout_to_sale,marketing_spend_eur,ltv_eur,churn_rate,gdp_per_capita,week_of_year,day_of_week,is_weekend
2024-01-21,DE,control,0,0,21,0,0,89.0,0.0,89.0,EUR,0.9999,88.99,561,49929.0,15442,0.0363,203.56,365.14,0.0584,48000,3,6,1
2024-01-22,DE,control,0,0,22,0,0,89.0,0.0,89.0,EUR,1.0205,90.82,522,46458.0,18592,0.0281,180.17,370.18,0.0552,48000,4,0,0
2024-01-23,DE,control,0,0,23,0,0,89.0,0.0,89.0,EUR,0.9928,88.36,484,43076.0,15238,0.0318,201.64,370.75,0.0635,48000,4,1,0
2024-01-24,DE,control,0,0,24,0,0,89.0,0.0,89.0,EUR,1.0026,89.23,474,42186.0,14317,0.0331,205.11,375.64,0.0583,48000,4,2,0
2024-01-25,DE,control,0,0,25,0,0,89.0,0.0,89.0,EUR,0.998,88.82,518,46102.0,18360,0.0282,198.41,360.19,0.0718,48000,4,3,0
2024-01-26,DE,control,0,0,26,0,0,89.0,0.0,89.0,EUR,1.0026,89.23,539,47971.0,19482,0.0277,202.43,363.88,0.0603,48000,4,4,0
2024-01-27,DE,control,0,0,27,0,0,89.0,0.0,89.0,EUR,0.9909,88.19,582,51798.0,18252,0.0319,183.25,374.29,0.0803,48000,4,5,1
2024-01-28,DE,control,0,0,28,0,0,89.0,0.0,89.0,EUR,1.0013,89.11,545,48505.0,17539,0.0311,212.37,375.42,0.0562,48000,4,6,1
2024-01-29,DE,control,0,0,29,0,0,89.0,0.0,89.0,EUR,0.9998,88.98,496,44144.0,16728,0.0297,217.55,367.95,0.0648,48000,5,0,0
2024-01-30,DE,control,0,0,30,0,0,89.0,0.0,89.0,EUR,0.9813,87.33,515,45835.0,16505,0.0312,199.97,380.51,0.0599,48000,5,1,0
2024-01-31,DE,control,0,0,31,0,0,89.0,0.0,89.0,EUR,0.9933,88.4,534,47526.0,15600,0.0342,236.64,371.66,0.0602,48000,5,2,0
2024-02-01,DE,control,0,0,32,0,0,89.0,0.0,89.0,EUR,0.9997,88.97,555,49395.0,19276,0.0288,219.6,383.81,0.0566,48000,5,3,0
2024-02-02,DE,control,0,0,33,0,0,89.0,0.0,89.0,EUR,1.0161,90.43,520,46280.0,16071,0.0324,193.6,366.24,0.0658,48000,5,4,0
2024-02-03,DE,control,0,0,34,0,0,89.0,0.0,89.0,EUR,1.0209,90.86,559,49751.0,17446,0.032,212.52,366.08,0.0601,48000,5,5,1
2024-02-04,DE,control,0,0,35,0,0,89.0,0.0,89.0,EUR,0.9994,88.94,538,47882.0,15895,0.0338,216.76,381.43,0.0713,48000,5,6,1
2024-02-05,DE,control,0,0,36,0,0,89.0,0.0,89.0,EUR,0.9924,88.32,485,43165.0,13949,0.0348,188.16,364.28,0.0641,48000,6,0,0
2024-02-06,DE,control,0,0,37,0,0,89.0,0.0,89.0,EUR,0.99,88.11,505,44945.0,16311,0.031,197.42,378.09,0.0624,48000,6,1,0
2024-02-07,DE,control,0,0,38,0,0,89.0,0.0,89.0,EUR,0.9921,88.3,511,45479.0,13870,0.0368,174.68,369.55,0.0666,48000,6,2,0
2024-02-08,DE,control,0,0,39,0,0,89.0,0.0,89.0,EUR,1.0079,89.7,514,45746.0,15330,0.0335,173.23,369.94,0.0654,48000,6,3,0
2024-02-09,DE,control,0,0,40,0,0,89.0,0.0,89.0,EUR,0.9992,88.93,533,47437.0,15537,0.0343,221.84,372.7,0.0651,48000,6,4,0
2024-02-10,DE,control,0,0,41,0,0,89.0,0.0,89.0,EUR,0.9931,88.38,588,52332.0,21676,0.0271,185.21,377.47,0.0758,48000,6,5,1
2024-02-11,DE,control,0,0,42,0,0,89.0,0.0,89.0,EUR,1.0015,89.13,562,50018.0,21344,0.0263,198.92,357.8,0.0545,48000,6,6,1
2024-02-12,DE,control,0,0,43,0,0,89.0,0.0,89.0,EUR,1.014,90.24,506,45034.0,15074,0.0336,218.85,350.06,0.0646,48000,7,0,0
2024-02-13,DE,control,0,0,44,0,0,89.0,0.0,89.0,EUR,1.001,89.09,491,43699.0,19317,0.0254,164.26,379.44,0.0711,48000,7,1,0
2024-02-14,DE,control,0,0,45,0,0,89.0,0.0,89.0,EUR,1.0137,90.22,500,44500.0,16301,0.0307,204.26,378.95,0.0693,48000,7,2,0
2024-02-15,DE,control,0,0,46,0,0,89.0,0.0,89.0,EUR,0.9894,88.06,508,45212.0,14696,0.0346,198.25,379.69,0.0667,48000,7,3,0
2024-02-16,DE,control,0,0,47,0,0,89.0,0.0,89.0,EUR,0.9894,88.06,544,48416.0,16920,0.0322,207.75,390.89,0.0667,48000,7,4,0
2024-02-17,DE,control,0,0,48,0,0,89.0,0.0,89.0,EUR,1.0063,89.56,583,51887.0,15439,0.0378,161.98,367.13,0.0706,48000,7,5,1
2024-02-18,DE,control,0,0,49,0,0,89.0,0.0,89.0,EUR,0.9994,88.94,543,48327.0,14870,0.0365,164.1,365.79,0.0697,48000,7,6,1
2024-02-19,DE,control,0,0,50,0,0,89.0,0.0,89.0,EUR,1.0004,89.04,478,42542.0,16312,0.0293,196.81,370.79,0.0586,48000,8,0,0
2024-02-20,DE,control,0,0,51,0,0,89.0,0.0,89.0,EUR,0.9969,88.73,485,43165.0,16818,0.0288,198.04,375.98,0.0613,48000,8,1,0
2024-02-21,DE,control,0,0,52,0,0,89.0,0.0,89.0,EUR,1.0067,89.59,508,45212.0,15071,0.0337,215.08,365.52,0.0734,48000,8,2,0
2024-02-22,DE,control,0,0,53,0,0,89.0,0.0,89.0,EUR,1.0048,89.43,558,49662.0,20728,0.0269,231.82,377.46,0.0664,48000,8,3,0
2024-02-23,DE,control,0,0,54,0,0,89.0,0.0,89.0,EUR,1.0014,89.12,576,51264.0,19248,0.0299,224.26,360.85,0.0697,48000,8,4,0
2024-02-24,DE,control,0,0,55,0,0,89.0,0.0,89.0,EUR,1.0012,89.11,599,53311.0,24463,0.0245,162.33,373.28,0.0515,48000,8,5,1
2024-02-25,DE,control,0,0,56,0,0,89.0,0.0,89.0,EUR,0.9921,88.3,601,53489.0,17989,0.0334,176.57,364.53,0.0796,48000,8,6,1
2024-02-26,DE,control,0,0,57,0,0,89.0,0.0,89.0,EUR,0.9965,88.69,549,48861.0,18278,0.03,203.55,373.77,0.0678,48000,9,0,0
2024-02-27,DE,control,0,0,58,0,0,89.0,0.0,89.0,EUR,0.9994,88.94,533,47437.0,16691,0.0319,231.86,360.18,0.0603,48000,9,1,0
2024-02-28,DE,control,0,0,59,0,0,89.0,0.0,89.0,EUR,1.0055,89.49,552,49128.0,18544,0.0298,214.48,369.17,0.0566,48000,9,2,0
2024-02-29,DE,control,0,0,60,0,0,89.0,0.0,89.0,EUR,1.0007,89.07,533,47437.0,16830,0.0317,213.49,362.87,0.0723,48000,9,3,0
2024-03-01,DE,control,0,0,61,0,0,89.0,0.0,89.0,EUR,1.0127,90.13,605,53845.0,21710,0.0279,222.79,363.49,0.0545,48000,9,4,0
2024-03-02,DE,control,0,0,62,0,0,89.0,0.0,89.0,EUR,1.0039,89.34,620,55180.0,16824,0.0369,185.64,364.13,0.0605,48000,9,5,1
2024-03-03,DE,control,0,0,63,0,0,89.0,0.0,89.0,EUR,0.9981,88.83,608,54112.0,19247,0.0316,206.31,377.58,0.0648,48000,9,6,1
2024-03-04,DE,control,0,0,64,0,0,89.0,0.0,89.0,EUR,0.9902,88.12,513,45657.0,17464,0.0294,226.12,375.79,0.0535,48000,10,0,0
2024-03-05,DE,control,0,0,65,0,0,89.0,0.0,89.0,EUR,0.9961,88.65,528,46992.0,15725,0.0336,229.23,365.76,0.0519,48000,10,1,0
2024-03-06,DE,control,0,0,66,0,0,89.0,0.0,89.0,EUR,1.0024,89.21,549,48861.0,16547,0.0332,200.02,372.16,0.0605,48000,10,2,0
2024-03-07,DE,control,0,0,67,0,0,89.0,0.0,89.0,EUR,0.9919,88.28,514,45746.0,15171,0.0339,200.69,365.4,0.0681,48000,10,3,0
2024-03-08,DE,control,0,0,68,0,0,89.0,0.0,89.0,EUR,0.999,88.91,550,48950.0,17051,0.0323,168.05,380.34,0.0552,48000,10,4,0
2024-03-09,DE,control,0,0,69,0,0,89.0,0.0,89.0,EUR,1.0041,89.37,574,51086.0,17084,0.0336,173.98,367.99,0.0605,48000,10,5,1
2024-03-10,DE,control,0,0,70,0,0,89.0,0.0,89.0,EUR,0.9993,88.94,576,51264.0,13747,0.0419,226.88,356.95,0.0649,48000,10,6,1
2024-03-11,DE,control,0,0,71,0,0,89.0,0.0,89.0,EUR,0.9903,88.13,488,43432.0,15302,0.0319,165.84,385.45,0.0721,48000,11,0,0
2024-03-12,DE,control,0,0,72,0,0,89.0,0.0,89.0,EUR,1.0015,89.13,530,47170.0,16019,0.0331,233.73,370.24,0.0686,48000,11,1,0
2024-03-13,DE,control,0,0,73,0,0,89.0,0.0,89.0,EUR,1.0067,89.6,526,46814.0,17941,0.0293,163.77,371.0,0.0653,48000,11,2,0
2024-03-14,DE,control,0,0,74,0,0,89.0,0.0,89.0,EUR,0.998,88.82,531,47259.0,17600,0.0302,223.08,380.22,0.0686,48000,11,3,0
2024-03-15,DE,control,0,0,75,0,0,89.0,0.0,89.0,EUR,1.0141,90.26,534,47526.0,18932,0.0282,187.46,383.24,0.0643,48000,11,4,0
2024-03-16,DE,control,0,0,76,0,0,89.0,0.0,89.0,EUR,0.9973,88.76,603,53667.0,17020,0.0354,197.72,366.67,0.0675,48000,11,5,1
2024-03-17,DE,control,0,0,77,0,0,89.0,0.0,89.0,EUR,0.9915,88.24,612,54468.0,20526,0.0298,212.48,361.69,0.0701,48000,11,6,1
2024-03-18,DE,control,0,0,78,0,0,89.0,0.0,89.0,EUR,0.989,88.02,509,45301.0,17454,0.0292,211.98,348.73,0.0667,48000,12,0,0
2024-03-19,DE,control,0,0,79,0,0,89.0,0.0,89.0,EUR,0.9989,88.9,501,44589.0,15318,0.0327,204.56,367.34,0.0628,48000,12,1,0
2024-03-20,DE,control,0,0,80,0,0,89.0,0.0,89.0,EUR,0.9964,88.68,530,47170.0,16121,0.0329,227.31,378.9,0.0685,48000,12,2,0
2024-03-21,DE,control,0,0,81,0,0,89.0,0.0,89.0,EUR,1.0059,89.52,547,48683.0,15389,0.0355,196.22,357.38,0.0655,48000,12,3,0
2024-03-22,DE,control,0,0,82,0,0,89.0,0.0,89.0,EUR,1.003,89.27,544,48416.0,19602,0.0278,238.94,370.89,0.0752,48000,12,4,0
2024-03-23,DE,control,0,0,83,0,0,89.0,0.0,89.0,EUR,0.9958,88.63,593,52777.0,16936,0.035,204.49,377.38,0.0725,48000,12,5,1
2024-03-24,DE,control,0,0,84,0,0,89.0,0.0,89.0,EUR,1.0047,89.42,595,52955.0,20891,0.0285,191.31,365.88,0.0605,48000,12,6,1
2024-03-25,DE,control,0,0,85,0,0,89.0,0.0,89.0,EUR,1.0019,89.17,506,45034.0,13423,0.0377,223.36,369.93,0.0487,48000,13,0,0
2024-03-26,DE,control,0,0,86,0,0,89.0,0.0,89.0,EUR,0.999,88.91,514,45746.0,16619,0.0309,182.76,362.05,0.0678,48000,13,1,0
2024-03-27,DE,control,0,0,87,0,0,89.0,0.0,89.0,EUR,0.9936,88.43,536,47704.0,14883,0.036,172.58,364.68,0.075,48000,13,2,0
2024-03-28,DE,control,0,0,88,0,0,89.0,0.0,89.0,EUR,1.0013,89.12,539,47971.0,14376,0.0375,171.26,371.78,0.0671,48000,13,3,0
2024-03-29,DE,control,0,0,89,0,0,89.0,0.0,89.0,EUR,0.9985,88.87,539,47971.0,17871,0.0302,204.33,382.47,0.0666,48000,13,4,0
2024-03-30,DE,control,0,0,90,0,0,89.0,0.0,89.0,EUR,1.0006,89.06,593,52777.0,17507,0.0339,160.92,367.85,0.0617,48000,13,5,1
2024-03-31,DE,control,0,0,91,0,0,89.0,0.0,89.0,EUR,1.0161,90.43,587,52243.0,20847,0.0282,207.29,370.76,0.0613,48000,13,6,1
2024-04-01,DE,control,0,0,92,0,0,89.0,0.0,89.0,EUR,1.0043,89.38,565,50285.0,15867,0.0356,207.57,374.36,0.0677,48000,14,0,0
2024-04-02,DE,control,0,0,93,0,0,89.0,0.0,89.0,EUR,1.0047,89.42,527,46903.0,17128,0.0308,176.3,377.44,0.0698,48000,14,1,0
2024-04-03,DE,control,0,0,94,0,0,89.0,0.0,89.0,EUR,1.0015,89.13,540,48060.0,19129,0.0282,184.65,363.04,0.0752,48000,14,2,0
2024-04-04,DE,control,0,0,95,0,0,89.0,0.0,89.0,EUR,0.9976,88.79,576,51264.0,19053,0.0302,192.03,360.7,0.0591,48000,14,3,0
2024-04-05,DE,control,0,0,96,0,0,89.0,0.0,89.0,EUR,1.0039,89.34,575,51175.0,18706,0.0307,209.09,371.17,0.07,48000,14,4,0
2024-04-06,DE,control,0,0,97,0,0,89.0,0.0,89.0,EUR,0.987,87.84,593,52777.0,17179,0.0345,184.62,373.69,0.0675,48000,14,5,1
2024-04-07,DE,control,0,0,98,0,0,89.0,0.0,89.0,EUR,0.9893,88.05,569,50641.0,16932,0.0336,195.27,360.37,0.0676,48000,14,6,1
2024-04-08,DE,control,0,0,99,0,0,89.0,0.0,89.0,EUR,0.9972,88.75,509,45301.0,14298,0.0356,190.68,367.37,0.08,48000,15,0,0
2024-04-09,DE,control,0,0,100,0,0,89.0,0.0,89.0,EUR,0.9969,88.72,514,45746.0,15294,0.0336,145.24,371.37,0.0745,48000,15,1,0
2024-04-10,DE,control,0,0,101,0,0,89.0,0.0,89.0,EUR,0.9887,88.0,517,46013.0,15526,0.0333,198.6,377.6,0.0676,48000,15,2,0
2024-04-11,DE,control,0,0,102,0,0,89.0,0.0,89.0,EUR,1.0014,89.13,540,48060.0,17407,0.031,204.93,386.57,0.0675,48000,15,3,0
2024-04-12,DE,control,0,0,103,0,0,89.0,0.0,89.0,EUR,0.9958,88.62,576,51264.0,19923,0.0289,180.93,371.76,0.0636,48000,15,4,0
2024-04-13,DE,control,0,0,104,0,0,89.0,0.0,89.0,EUR,0.9939,88.46,626,55714.0,20451,0.0306,169.91,384.56,0.0612,48000,15,5,1
2024-04-14,DE,control,0,0,105,0,0,89.0,0.0,89.0,EUR,1.0087,89.77,574,51086.0,19477,0.0295,244.34,370.67,0.0603,48000,15,6,1
2024-04-15,DE,control,0,0,106,0,0,89.0,0.0,89.0,EUR,0.996,88.64,543,48327.0,18776,0.0289,235.7,360.27,0.0621,48000,16,0,0
2024-04-16,DE,control,0,0,107,0,0,89.0,0.0,89.0,EUR,0.9902,88.13,525,46725.0,14500,0.0362,217.97,374.9,0.063,48000,16,1,0
2024-04-17,DE,control,0,0,108,0,0,89.0,0.0,89.0,EUR,1.0016,89.15,510,45390.0,13997,0.0364,214.95,361.27,0.0607,48000,16,2,0
2024-04-18,DE,control,0,0,109,0,0,89.0,0.0,89.0,EUR,0.9976,88.79,547,48683.0,15542,0.0352,192.49,374.92,0.0609,48000,16,3,0
2024-04-19,DE,control,0,0,110,0,0,89.0,0.0,89.0,EUR,0.9908,88.18,568,50552.0,18434,0.0308,233.08,360.34,0.0634,48000,16,4,0
2024-04-20,DE,control,0,0,111,0,0,89.0,0.0,89.0,EUR,1.006,89.53,603,53667.0,17997,0.0335,171.58,371.02,0.0597,48000,16,5,1
2024-04-21,DE,control,0,0,112,0,0,89.0,0.0,89.0,EUR,1.0177,90.57,585,52065.0,16113,0.0363,181.57,365.44,0.0633,48000,16,6,1
2024-04-22,DE,control,0,0,113,0,0,89.0,0.0,89.0,EUR,0.9996,88.96,544,48416.0,16629,0.0327,197.38,376.55,0.0715,48000,17,0,0
2024-04-23,DE,control,0,0,114,0,0,89.0,0.0,89.0,EUR,0.996,88.65,536,47704.0,17300,0.031,180.08,375.46,0.0707,48000,17,1,0
2024-04-24,DE,control,0,0,115,0,0,89.0,0.0,89.0,EUR,1.0026,89.23,538,47882.0,19617,0.0274,208.94,369.38,0.067,48000,17,2,0
2024-04-25,DE,control,0,0,116,0,0,89.0,0.0,89.0,EUR,0.9974,88.77,555,49395.0,15653,0.0355,169.03,367.23,0.0718,48000,17,3,0
2024-04-26,DE,control,0,0,117,0,0,89.0,0.0,89.0,EUR,0.9873,87.87,548,48772.0,13865,0.0395,196.65,373.51,0.0664,48000,17,4,0
2024-04-27,DE,control,0,0,118,0,0,89.0,0.0,89.0,EUR,0.991,88.2,602,53578.0,18688,0.0322,201.66,360.47,0.067,48000,17,5,1
2024-04-28,DE,control,0,0,119,0,0,89.0,0.0,89.0,EUR,0.9996,88.97,585,52065.0,20889,0.028,269.57,365.62,0.0671,48000,17,6,1
2024-04-29,DE,control,0,0,120,0,0,89.0,0.0,89.0,EUR,1.0017,89.15,539,47971.0,13799,0.0391,241.05,366.01,0.0668,48000,18,0,0
2024-04-30,DE,control,0,0,121,0,0,89.0,0.0,89.0,EUR,0.9992,88.92,533,47437.0,16468,0.0324,190.15,362.22,0.0667,48000,18,1,0
2024-05-01,DE,control,0,0,122,0,0,89.0,0.0,89.0,EUR,0.9877,87.9,570,50730.0,16878,0.0338,207.42,378.4,0.0613,48000,18,2,0
2024-05-02,DE,control,0,0,123,0,0,89.0,0.0,89.0,EUR,1.0012,89.11,576,51264.0,16734,0.0344,202.78,372.79,0.0734,48000,18,3,0
2024-05-03,DE,control,0,0,124,0,0,89.0,0.0,89.0,EUR,1.0265,91.36,585,52065.0,17250,0.0339,202.8,384.26,0.0592,48000,18,4,0
2024-05-04,DE,control,0,0,125,0,0,89.0,0.0,89.0,EUR,1.0021,89.19,608,54112.0,20940,0.029,199.21,370.05,0.068,48000,18,5,1
2024-05-05,DE,control,0,0,126,0,0,89.0,0.0,89.0,EUR,1.0036,89.32,592,52688.0,20241,0.0292,195.55,369.1,0.0739,48000,18,6,1
2024-05-06,DE,control,0,0,127,0,0,89.0,0.0,89.0,EUR,0.9953,88.58,521,46369.0,16712,0.0312,217.95,375.44,0.0476,48000,19,0,0
2024-05-07,DE,control,0,0,128,0,0,89.0,0.0,89.0,EUR,0.9985,88.87,563,50107.0,19744,0.0285,214.97,365.46,0.0626,48000,19,1,0
2024-05-08,DE,control,0,0,129,0,0,89.0,0.0,89.0,EUR,0.9938,88.45,573,50997.0,22628,0.0253,239.63,367.85,0.0676,48000,19,2,0
2024-05-09,DE,control,0,0,130,0,0,89.0,0.0,89.0,EUR,0.989,88.02,571,50819.0,20279,0.0282,203.12,367.74,0.0676,48000,19,3,0
2024-05-10,DE,control,0,0,131,0,0,89.0,0.0,89.0,EUR,1.0094,89.84,613,54557.0,18497,0.0331,219.46,383.57,0.0639,48000,19,4,0
2024-05-11,DE,control,0,0,132,0,0,89.0,0.0,89.0,EUR,0.9857,87.73,604,53756.0,17188,0.0351,192.84,368.99,0.0557,48000,19,5,1
2024-05-12,DE,control,0,0,133,0,0,89.0,0.0,89.0,EUR,1.0025,89.22,583,51887.0,20852,0.028,201.71,363.95,0.0612,48000,19,6,1
2024-05-13,DE,control,0,0,134,0,0,89.0,0.0,89.0,EUR,1.0126,90.12,529,47081.0,16253,0.0325,218.23,375.97,0.0571,48000,20,0,0
2024-05-14,DE,control,0,0,135,0,0,89.0,0.0,89.0,EUR,0.9921,88.3,489,43521.0,16754,0.0292,190.45,368.5,0.0695,48000,20,1,0
2024-05-15,DE,control,0,0,136,0,0,89.0,0.0,89.0,EUR,0.9996,88.96,551,49039.0,17033,0.0323,200.32,367.99,0.0726,48000,20,2,0
2024-05-16,DE,control,0,0,137,0,0,89.0,0.0,89.0,EUR,1.0049,89.44,590,52510.0,17274,0.0342,202.93,361.99,0.0539,48000,20,3,0
2024-05-17,DE,control,0,0,138,0,0,89.0,0.0,89.0,EUR,0.9957,88.62,585,52065.0,18829,0.0311,204.49,367.83,0.0553,48000,20,4,0
2024-05-18,DE,control,0,0,139,0,0,89.0,0.0,89.0,EUR,1.0103,89.92,606,53934.0,17248,0.0351,207.64,378.19,0.0544,48000,20,5,1
2024-05-19,DE,control,0,0,140,0,0,89.0,0.0,89.0,EUR,1.0095,89.85,584,51976.0,18395,0.0317,208.6,364.41,0.078,48000,20,6,1
2024-05-20,DE,control,0,0,141,0,0,89.0,0.0,89.0,EUR,0.998,88.82,542,48238.0,15495,0.035,205.67,376.21,0.0778,48000,21,0,0
2024-05-21,DE,control,0,0,142,0,0,89.0,0.0,89.0,EUR,0.9957,88.61,544,48416.0,18496,0.0294,197.25,358.19,0.0508,48000,21,1,0
2024-05-22,DE,control,0,0,143,0,0,89.0,0.0,89.0,EUR,1.003,89.27,541,48149.0,15879,0.0341,214.4,381.75,0.0637,48000,21,2,0
2024-05-23,DE,control,0,0,144,0,0,89.0,0.0,89.0,EUR,1.0021,89.19,590,52510.0,18620,0.0317,210.29,372.12,0.0605,48000,21,3,0
2024-05-24,DE,control,0,0,145,0,0,89.0,0.0,89.0,EUR,0.9995,88.95,569,50641.0,17094,0.0333,164.15,372.08,0.0576,48000,21,4,0
2024-05-25,DE,control,0,0,146,0,0,89.0,0.0,89.0,EUR,1.005,89.44,602,53578.0,19227,0.0313,220.54,371.01,0.0682,48000,21,5,1
2024-05-26,DE,control,0,0,147,0,0,89.0,0.0,89.0,EUR,0.999,88.91,600,53400.0,17960,0.0334,223.73,381.93,0.0744,48000,21,6,1
2024-05-27,DE,control,0,0,148,0,0,89.0,0.0,89.0,EUR,0.9882,87.95,539,47971.0,16636,0.0324,216.08,368.63,0.0666,48000,22,0,0
2024-05-28,DE,control,0,0,149,0,0,89.0,0.0,89.0,EUR,0.9897,88.08,545,48505.0,17889,0.0305,221.25,366.98,0.0658,48000,22,1,0
2024-05-29,DE,control,0,0,150,0,0,89.0,0.0,89.0,EUR,1.0011,89.09,547,48683.0,16383,0.0334,230.15,366.72,0.0688,48000,22,2,0
2024-01-01,ES,+5%,1,91,1,0,0,89.0,0.0,89.0,EUR,1.0051,89.46,421,37469.0,15024,0.028,169.65,358.03,0.0611,30000,1,0,0
2024-01-02,ES,+5%,1,91,2,0,0,89.0,0.0,89.0,EUR,1.0069,89.61,419,37291.0,13233,0.0317,182.16,375.53,0.0614,30000,1,1,0
2024-01-03,ES,+5%,1,91,3,0,0,89.0,0.0,89.0,EUR,1.0067,89.59,417,37113.0,12703,0.0328,184.04,351.95,0.0675,30000,1,2,0
2024-01-04,ES,+5%,1,91,4,0,0,89.0,0.0,89.0,EUR,1.008,89.71,417,37113.0,12594,0.0331,164.22,368.18,0.0585,30000,1,3,0
2024-01-05,ES,+5%,1,91,5,0,0,89.0,0.0,89.0,EUR,1.0068,89.6,429,38181.0,15668,0.0274,162.46,375.58,0.0692,30000,1,4,0
2024-01-06,ES,+5%,1,91,6,0,0,89.0,0.0,89.0,EUR,0.9982,88.84,479,42631.0,14888,0.0322,184.55,372.88,0.0757,30000,1,5,1
2024-01-07,ES,+5%,1,91,7,0,0,89.0,0.0,89.0,EUR,0.9906,88.17,442,39338.0,13644,0.0324,159.23,384.24,0.0684,30000,1,6,1
2024-01-08,ES,+5%,1,91,8,0,0,89.0,0.0,89.0,EUR,0.9856,87.72,378,33642.0,10967,0.0345,143.37,355.73,0.059,30000,2,0,0
2024-01-09,ES,+5%,1,91,9,0,0,89.0,0.0,89.0,EUR,0.9962,88.66,364,32396.0,12156,0.0299,168.49,377.96,0.0495,30000,2,1,0
2024-01-10,ES,+5%,1,91,10,0,0,89.0,0.0,89.0,EUR,0.997,88.73,388,34532.0,12462,0.0311,145.02,361.71,0.0564,30000,2,2,0
2024-01-11,ES,+5%,1,91,11,0,0,89.0,0.0,89.0,EUR,1.0148,90.32,419,37291.0,11804,0.0355,155.72,376.17,0.0652,30000,2,3,0
2024-01-12,ES,+5%,1,91,12,0,0,89.0,0.0,89.0,EUR,0.9991,88.92,447,39783.0,12454,0.0359,169.71,376.17,0.0582,30000,2,4,0
2024-01-13,ES,+5%,1,91,13,0,0,89.0,0.0,89.0,EUR,1.0027,89.24,485,43165.0,14439,0.0336,171.75,368.33,0.0596,30000,2,5,1
2024-01-14,ES,+5%,1,91,14,0,0,89.0,0.0,89.0,EUR,1.0075,89.66,458,40762.0,14970,0.0306,160.61,373.71,0.0703,30000,2,6,1
2024-01-15,ES,+5%,1,91,15,0,0,89.0,0.0,89.0,EUR,1.0133,90.18,449,39961.0,13085,0.0343,141.91,366.14,0.0664,30000,3,0,0
2024-01-16,ES,+5%,1,91,16,0,0,89.0,0.0,89.0,EUR,1.0017,89.15,447,39783.0,14383,0.0311,142.85,371.88,0.0651,30000,3,1,0
2024-01-17,ES,+5%,1,91,17,0,0,89.0,0.0,89.0,EUR,1.008,89.72,418,37202.0,11970,0.0349,162.98,373.57,0.0668,30000,3,2,0
2024-01-18,ES,+5%,1,91,18,0,0,89.0,0.0,89.0,EUR,0.9938,88.45,434,38626.0,13539,0.0321,160.59,368.35,0.0669,30000,3,3,0
2024-01-19,ES,+5%,1,91,19,0,0,89.0,0.0,89.0,EUR,1.0209,90.86,445,39605.0,15778,0.0282,157.63,367.45,0.0618,30000,3,4,0
2024-01-20,ES,+5%,1,91,20,0,0,89.0,0.0,89.0,EUR,0.9969,88.72,495,44055.0,14511,0.0341,184.84,349.02,0.0617,30000,3,5,1
2024-01-21,ES,+5%,1,91,21,0,0,89.0,0.0,89.0,EUR,1.0146,90.3,474,42186.0,15290,0.031,173.47,361.03,0.0681,30000,3,6,1
2024-01-22,ES,+5%,1,91,22,0,0,89.0,0.0,89.0,EUR,1.0055,89.49,400,35600.0,11810,0.0339,155.53,366.08,0.0646,30000,4,0,0
2024-01-23,ES,+5%,1,91,23,0,0,89.0,0.0,89.0,EUR,0.9999,88.99,384,34176.0,12753,0.0301,148.24,362.89,0.0553,30000,4,1,0
2024-01-24,ES,+5%,1,91,24,0,0,89.0,0.0,89.0,EUR,0.9985,88.87,350,31150.0,9957,0.0351,183.07,370.8,0.0703,30000,4,2,0
2024-01-25,ES,+5%,1,91,25,0,0,89.0,0.0,89.0,EUR,0.9899,88.1,399,35511.0,14641,0.0273,162.3,376.95,0.0619,30000,4,3,0
2024-01-26,ES,+5%,1,91,26,0,0,89.0,0.0,89.0,EUR,0.9961,88.65,411,36579.0,12016,0.0342,167.49,367.83,0.0715,30000,4,4,0
2024-01-27,ES,+5%,1,91,27,0,0,89.0,0.0,89.0,EUR,1.0075,89.67,478,42542.0,14107,0.0339,107.02,375.33,0.0639,30000,4,5,1
2024-01-28,ES,+5%,1,91,28,0,0,89.0,0.0,89.0,EUR,1.0097,89.86,465,41385.0,13159,0.0353,151.2,364.33,0.0674,30000,4,6,1
2024-01-29,ES,+5%,1,91,29,0,0,89.0,0.0,89.0,EUR,1.0002,89.02,404,35956.0,13534,0.0298,189.33,367.28,0.0569,30000,5,0,0
2024-01-30,ES,+5%,1,91,30,0,0,89.0,0.0,89.0,EUR,1.0046,89.41,385,34265.0,12219,0.0315,141.31,360.5,0.0711,30000,5,1,0
2024-01-31,ES,+5%,1,91,31,0,0,89.0,0.0,89.0,EUR,0.9975,88.78,405,36045.0,12612,0.0321,167.93,372.24,0.0673,30000,5,2,0
2024-02-01,ES,+5%,1,91,32,0,0,89.0,0.0,89.0,EUR,1.0078,89.69,404,35956.0,12881,0.0314,164.81,375.46,0.0732,30000,5,3,0
2024-02-02,ES,+5%,1,91,33,0,0,89.0,0.0,89.0,EUR,1.0133,90.19,434,38626.0,14021,0.031,211.48,364.47,0.0705,30000,5,4,0
2024-02-03,ES,+5%,1,91,34,0,0,89.0,0.0,89.0,EUR,0.9986,88.87,477,42453.0,15267,0.0312,147.72,367.25,0.0617,30000,5,5,1
